ID	121|sk1-rmv|chr3:200001-210000
76|sk1-rmv|chr2:550001-560000	16.00475446
77|sk1-rmv|chr2:560001-570000	27.63909574
78|sk1-rmv|chr2:570001-580000	22.83164125
79|sk1-rmv|chr2:580001-590000	18.19749624
80|sk1-rmv|chr2:590001-600000	14.73884168
81|sk1-rmv|chr2:600001-610000	26.58416842
82|sk1-rmv|chr2:610001-620000	18.4235521
83|sk1-rmv|chr2:620001-630000	23.6831183
84|sk1-rmv|chr2:630001-640000	20.57108271
85|sk1-rmv|chr2:640001-650000	26.26769023
86|sk1-rmv|chr2:650001-660000	23.95438532
87|sk1-rmv|chr2:660001-670000	25.21276291
88|sk1-rmv|chr2:670001-680000	17.45904712
89|sk1-rmv|chr2:680001-690000	23.10290827
90|sk1-rmv|chr2:690001-700000	16.80348514
91|sk1-rmv|chr2:700001-710000	29.33451465
92|sk1-rmv|chr2:710001-720000	31.4142285
93|sk1-rmv|chr2:720001-730000	22.22129044
94|sk1-rmv|chr2:730001-740000	14.73130648
95|sk1-rmv|chr2:740001-750000	18.49136885
96|sk1-rmv|chr2:750001-760000	25.16001654
97|sk1-rmv|chr2:760001-770000	28.17409459
98|sk1-rmv|chr2:770001-780000	29.21395152
99|sk1-rmv|chr2:780001-790000	21.83699549
100|sk1-rmv|chr2:790001-794508	NA
101|sk1-rmv|chr3:1-10000	288.5979735
102|sk1-rmv|chr3:10001-20000	367.2654107
103|sk1-rmv|chr3:20001-30000	394.7688729
104|sk1-rmv|chr3:30001-40000	380.75341
105|sk1-rmv|chr3:40001-50000	327.9316921
106|sk1-rmv|chr3:50001-60000	236.0023115
107|sk1-rmv|chr3:60001-70000	298.1676713
108|sk1-rmv|chr3:70001-80000	268.3282986
109|sk1-rmv|chr3:80001-90000	162.8355668
110|sk1-rmv|chr3:90001-100000	119.4328428
111|sk1-rmv|chr3:100001-110000	153.8686846
112|sk1-rmv|chr3:110001-120000	247.4558081
113|sk1-rmv|chr3:120001-130000	409.6885593
114|sk1-rmv|chr3:130001-140000	582.9980473
115|sk1-rmv|chr3:140001-150000	922.307884
116|sk1-rmv|chr3:150001-160000	1121.990555
117|sk1-rmv|chr3:160001-170000	1443.743387
118|sk1-rmv|chr3:170001-180000	2226.650161
119|sk1-rmv|chr3:180001-190000	3543.048751
120|sk1-rmv|chr3:190001-200000	9690.260938
121|sk1-rmv|chr3:200001-210000	3612.372546
122|sk1-rmv|chr3:210001-220000	8243.503473
123|sk1-rmv|chr3:220001-230000	3314.732338
124|sk1-rmv|chr3:230001-240000	1718.02449
125|sk1-rmv|chr3:240001-250000	1431.687075
126|sk1-rmv|chr3:250001-260000	1292.285965
127|sk1-rmv|chr3:260001-270000	875.5896742
128|sk1-rmv|chr3:270001-280000	712.6787555
129|sk1-rmv|chr3:280001-290000	744.4772789
130|sk1-rmv|chr3:290001-300000	270.7395611
131|sk1-rmv|chr3:300001-310000	158.8419134
132|sk1-rmv|chr3:310001-313017	NA
133|sk1-rmv|chr4:1-10000	14.74637687
134|sk1-rmv|chr4:10001-20000	NA
135|sk1-rmv|chr4:20001-30000	NA
136|sk1-rmv|chr4:30001-40000	26.38825335
137|sk1-rmv|chr4:40001-50000	24.99424225
138|sk1-rmv|chr4:50001-60000	31.1128207
139|sk1-rmv|chr4:60001-70000	40.32836434
140|sk1-rmv|chr4:70001-80000	42.14434637
141|sk1-rmv|chr4:80001-90000	30.81141289
142|sk1-rmv|chr4:90001-100000	32.64246531
143|sk1-rmv|chr4:100001-110000	36.59090756
144|sk1-rmv|chr4:110001-120000	32.29584633
145|sk1-rmv|chr4:120001-130000	31.15049667
146|sk1-rmv|chr4:130001-140000	23.45706244
147|sk1-rmv|chr4:140001-150000	32.33352231
148|sk1-rmv|chr4:150001-160000	34.56394007
149|sk1-rmv|chr4:160001-170000	14.88201038
150|sk1-rmv|chr4:170001-180000	17.00693541
151|sk1-rmv|chr4:180001-190000	25.61966345
152|sk1-rmv|chr4:190001-200000	16.34383824
153|sk1-rmv|chr4:200001-210000	28.12888342
154|sk1-rmv|chr4:210001-220000	27.58634937
155|sk1-rmv|chr4:220001-230000	39.83104146
156|sk1-rmv|chr4:230001-240000	43.6438502
157|sk1-rmv|chr4:240001-250000	41.37575646
158|sk1-rmv|chr4:250001-260000	31.06760953
159|sk1-rmv|chr4:260001-270000	44.69877752
160|sk1-rmv|chr4:270001-280000	38.82886051
161|sk1-rmv|chr4:280001-290000	41.0065319
162|sk1-rmv|chr4:290001-300000	39.98174537
163|sk1-rmv|chr4:300001-310000	32.13760723
164|sk1-rmv|chr4:310001-320000	36.46280924
165|sk1-rmv|chr4:320001-330000	41.25519334
166|sk1-rmv|chr4:330001-340000	45.97222549
167|sk1-rmv|chr4:340001-350000	55.85840151
168|sk1-rmv|chr4:350001-360000	28.64881189
169|sk1-rmv|chr4:360001-370000	45.48243781
170|sk1-rmv|chr4:370001-380000	70.29583538
171|sk1-rmv|chr4:380001-390000	66.51316742
172|sk1-rmv|chr4:390001-400000	61.23853083
173|sk1-rmv|chr4:400001-410000	46.21335174
174|sk1-rmv|chr4:410001-420000	45.82905679
175|sk1-rmv|chr4:420001-430000	37.11083602
176|sk1-rmv|chr4:430001-440000	41.04420788
177|sk1-rmv|chr4:440001-450000	27.3904343
178|sk1-rmv|chr4:450001-460000	28.12134823
179|sk1-rmv|chr4:460001-470000	11.88300272
180|sk1-rmv|chr4:470001-480000	29.04064203
181|sk1-rmv|chr4:480001-490000	41.42096764
182|sk1-rmv|chr4:490001-500000	52.45249331
183|sk1-rmv|chr4:500001-510000	64.29028486
184|sk1-rmv|chr4:510001-520000	64.86295969
185|sk1-rmv|chr4:520001-530000	40.72772968
186|sk1-rmv|chr4:530001-540000	53.3943927
187|sk1-rmv|chr4:540001-550000	45.1885652
188|sk1-rmv|chr4:550001-560000	36.88478017
189|sk1-rmv|chr4:560001-570000	NA
190|sk1-rmv|chr4:570001-580000	32.07732567
191|sk1-rmv|chr4:580001-590000	58.24705836
192|sk1-rmv|chr4:590001-600000	39.72554873
193|sk1-rmv|chr4:600001-610000	26.6143092
194|sk1-rmv|chr4:610001-620000	39.12273312
195|sk1-rmv|chr4:620001-630000	51.70650899
196|sk1-rmv|chr4:630001-640000	36.40252768
197|sk1-rmv|chr4:640001-650000	53.53756141
198|sk1-rmv|chr4:650001-660000	36.74161146
199|sk1-rmv|chr4:660001-670000	34.47351772
200|sk1-rmv|chr4:670001-680000	19.28256434
201|sk1-rmv|chr4:680001-690000	35.83738804
202|sk1-rmv|chr4:690001-700000	55.14255797
203|sk1-rmv|chr4:700001-710000	20.88002571
204|sk1-rmv|chr4:710001-720000	20.03608385
205|sk1-rmv|chr4:720001-730000	15.69581146
206|sk1-rmv|chr4:730001-740000	11.53638375
207|sk1-rmv|chr4:740001-750000	35.5887266
208|sk1-rmv|chr4:750001-760000	25.92860645
209|sk1-rmv|chr4:760001-770000	20.31488607
210|sk1-rmv|chr4:770001-780000	10.9938497
211|sk1-rmv|chr4:780001-790000	24.87367913
212|sk1-rmv|chr4:790001-800000	26.18480308
213|sk1-rmv|chr4:800001-810000	16.4041198
214|sk1-rmv|chr4:810001-820000	13.44278811
215|sk1-rmv|chr4:820001-830000	16.69799241
216|sk1-rmv|chr4:830001-840000	16.38151421
217|sk1-rmv|chr4:840001-850000	18.00911636
218|sk1-rmv|chr4:850001-860000	12.29743845
219|sk1-rmv|chr4:860001-870000	18.78524146
220|sk1-rmv|chr4:870001-880000	15.02517909
221|sk1-rmv|chr4:880001-890000	31.62521396
222|sk1-rmv|chr4:890001-900000	9.215543645
223|sk1-rmv|chr4:900001-910000	25.80804332
224|sk1-rmv|chr4:910001-920000	13.72912553
225|sk1-rmv|chr4:920001-930000	15.40193885
226|sk1-rmv|chr4:930001-940000	9.569697816
227|sk1-rmv|chr4:940001-950000	7.224745092
228|sk1-rmv|chr4:950001-960000	9.562162621
229|sk1-rmv|chr4:960001-970000	9.238149231
230|sk1-rmv|chr4:970001-980000	10.91096255
231|sk1-rmv|chr4:980001-990000	6.850999413
232|sk1-rmv|chr4:990001-1000000	22.16854408
233|sk1-rmv|chr4:1000001-1010000	6.854013491
234|sk1-rmv|chr4:1010001-1020000	17.69263817
235|sk1-rmv|chr4:1020001-1030000	13.78940709
236|sk1-rmv|chr4:1030001-1040000	7.746180595
237|sk1-rmv|chr4:1040001-1050000	14.43743387
238|sk1-rmv|chr4:1050001-1060000	9.494345865
239|sk1-rmv|chr4:1060001-1070000	11.86039714
240|sk1-rmv|chr4:1070001-1080000	10.85821618
241|sk1-rmv|chr4:1080001-1090000	10.85821618
242|sk1-rmv|chr4:1090001-1100000	9.449134694
243|sk1-rmv|chr4:1100001-1110000	10.54173799
244|sk1-rmv|chr4:1110001-1120000	9.735472109
245|sk1-rmv|chr4:1120001-1130000	15.46222041
246|sk1-rmv|chr4:1130001-1140000	10.94863853
247|sk1-rmv|chr4:1140001-1150000	10.78286423
248|sk1-rmv|chr4:1150001-1160000	10.88082177
249|sk1-rmv|chr4:1160001-1170000	6.100493978
250|sk1-rmv|chr4:1170001-1180000	8.492164913
251|sk1-rmv|chr4:1180001-1190000	11.50624297
252|sk1-rmv|chr4:1190001-1200000	12.12412897
253|sk1-rmv|chr4:1200001-1210000	23.79614622
254|sk1-rmv|chr4:1210001-1220000	0
255|sk1-rmv|chr4:1220001-1230000	7.293315367
256|sk1-rmv|chr4:1230001-1240000	22.95220437
257|sk1-rmv|chr4:1240001-1250000	24.41403222
258|sk1-rmv|chr4:1250001-1260000	12.56870548
259|sk1-rmv|chr4:1260001-1270000	11.23497594
260|sk1-rmv|chr4:1270001-1280000	20.61629388
261|sk1-rmv|chr4:1280001-1290000	10.73765306
262|sk1-rmv|chr4:1290001-1300000	12.02617143
263|sk1-rmv|chr4:1300001-1310000	16.29862707
264|sk1-rmv|chr4:1310001-1320000	28.3172633
265|sk1-rmv|chr4:1320001-1330000	10.31568213
266|sk1-rmv|chr4:1330001-1340000	11.58159492
267|sk1-rmv|chr4:1340001-1350000	21.18896871
268|sk1-rmv|chr4:1350001-1360000	17.6398918
269|sk1-rmv|chr4:1360001-1370000	23.54748478
270|sk1-rmv|chr4:1370001-1380000	23.53994959
271|sk1-rmv|chr4:1380001-1390000	17.88101805
272|sk1-rmv|chr4:1390001-1400000	18.44615768
273|sk1-rmv|chr4:1400001-1410000	17.35355439
274|sk1-rmv|chr4:1410001-1420000	21.94248822
275|sk1-rmv|chr4:1420001-1430000	21.88220666
276|sk1-rmv|chr4:1430001-1440000	34.3529546
277|sk1-rmv|chr4:1440001-1450000	26.75747791
278|sk1-rmv|chr4:1450001-1460000	16.82609073
279|sk1-rmv|chr4:1460001-1470000	23.25361217
280|sk1-rmv|chr4:1470001-1480000	8.31132023
281|sk1-rmv|chr4:1480001-1490000	14.61827855
282|sk1-rmv|chr4:1490001-1490682	NA
283|sk1-rmv|chr5:1-10000	NA
284|sk1-rmv|chr5:10001-20000	NA
285|sk1-rmv|chr5:20001-30000	76.85899034
286|sk1-rmv|chr5:30001-40000	82.51038668
287|sk1-rmv|chr5:40001-50000	61.72078332
288|sk1-rmv|chr5:50001-60000	75.2087826
289|sk1-rmv|chr5:60001-70000	67.57562994
290|sk1-rmv|chr5:70001-80000	58.70670527
291|sk1-rmv|chr5:80001-90000	67.48520759
292|sk1-rmv|chr5:90001-100000	65.99323896
293|sk1-rmv|chr5:100001-110000	90.12093377
294|sk1-rmv|chr5:110001-120000	68.99224662
295|sk1-rmv|chr5:120001-130000	51.10369338
296|sk1-rmv|chr5:130001-140000	59.97261805
297|sk1-rmv|chr5:140001-150000	31.01486316
298|sk1-rmv|chr5:150001-160000	28.82212138
299|sk1-rmv|chr5:160001-170000	22.17607927
300|sk1-rmv|chr5:170001-180000	44.26927139
301|sk1-rmv|chr5:180001-190000	50.7570744
302|sk1-rmv|chr5:190001-200000	41.81279778
303|sk1-rmv|chr5:200001-210000	53.99720831
304|sk1-rmv|chr5:210001-220000	84.31883352
305|sk1-rmv|chr5:220001-230000	65.66922557
306|sk1-rmv|chr5:230001-240000	64.07929939
307|sk1-rmv|chr5:240001-250000	29.68866882
308|sk1-rmv|chr5:250001-260000	21.00812403
309|sk1-rmv|chr5:260001-270000	53.81636363
310|sk1-rmv|chr5:270001-280000	42.76223237
311|sk1-rmv|chr5:280001-290000	38.96449402
312|sk1-rmv|chr5:290001-300000	47.9765874
313|sk1-rmv|chr5:300001-310000	40.63730734
314|sk1-rmv|chr5:310001-320000	59.56571751
315|sk1-rmv|chr5:320001-330000	35.50583946
316|sk1-rmv|chr5:330001-340000	40.64484254
317|sk1-rmv|chr5:340001-350000	25.27304447
318|sk1-rmv|chr5:350001-360000	23.63037193
319|sk1-rmv|chr5:360001-370000	39.34878897
320|sk1-rmv|chr5:370001-380000	39.12273312
321|sk1-rmv|chr5:380001-390000	34.61668643
322|sk1-rmv|chr5:390001-400000	30.65317379
323|sk1-rmv|chr5:400001-410000	48.85820523
324|sk1-rmv|chr5:410001-420000	31.82112904
325|sk1-rmv|chr5:420001-430000	19.32024032
326|sk1-rmv|chr5:430001-440000	32.45408543
327|sk1-rmv|chr5:440001-450000	36.32717573
328|sk1-rmv|chr5:450001-460000	23.44199205
329|sk1-rmv|chr5:460001-470000	23.15565464
330|sk1-rmv|chr5:470001-480000	39.10012753
331|sk1-rmv|chr5:480001-490000	28.88240294
332|sk1-rmv|chr5:490001-500000	28.58099513
333|sk1-rmv|chr5:500001-510000	31.24845421
334|sk1-rmv|chr5:510001-520000	40.28315317
335|sk1-rmv|chr5:520001-530000	36.31964053
336|sk1-rmv|chr5:530001-540000	53.96706753
337|sk1-rmv|chr5:540001-550000	33.50901275
338|sk1-rmv|chr5:550001-560000	42.97321783
339|sk1-rmv|chr5:560001-570000	NA
340|sk1-rmv|chr5:570001-580000	NA
341|sk1-rmv|chr5:580001-590000	NA
342|sk1-rmv|chr5:590001-600000	NA
343|sk1-rmv|chr5:600001-602514	NA
344|sk1-rmv|chr6:1-10000	175.7207505
345|sk1-rmv|chr6:10001-20000	67.0180255
346|sk1-rmv|chr6:20001-30000	79.79771644
347|sk1-rmv|chr6:30001-40000	62.25578217
348|sk1-rmv|chr6:40001-50000	50.41799062
349|sk1-rmv|chr6:50001-60000	61.82627605
350|sk1-rmv|chr6:60001-70000	82.73644254
351|sk1-rmv|chr6:70001-80000	74.83955804
352|sk1-rmv|chr6:80001-90000	56.06938697
353|sk1-rmv|chr6:90001-100000	79.11954888
354|sk1-rmv|chr6:100001-110000	56.28790763
355|sk1-rmv|chr6:110001-120000	44.15624347
356|sk1-rmv|chr6:120001-130000	76.63293448
357|sk1-rmv|chr6:130001-140000	48.08208013
358|sk1-rmv|chr6:140001-150000	50.70432804
359|sk1-rmv|chr6:150001-160000	61.54747383
360|sk1-rmv|chr6:160001-170000	18.98115654
361|sk1-rmv|chr6:170001-180000	20.45051959
362|sk1-rmv|chr6:180001-190000	54.4794608
363|sk1-rmv|chr6:190001-200000	55.49671214
364|sk1-rmv|chr6:200001-210000	44.4124401
365|sk1-rmv|chr6:210001-220000	81.68151522
366|sk1-rmv|chr6:220001-230000	69.27858403
367|sk1-rmv|chr6:230001-240000	84.24348156
368|sk1-rmv|chr6:240001-250000	60.48501132
369|sk1-rmv|chr6:250001-260000	65.02873398
370|sk1-rmv|chr6:260001-270000	90.79910133
371|sk1-rmv|chr6:270001-280000	73.38526538
372|sk1-rmv|chr6:280001-284456	103.6089331
373|sk1-rmv|chr7:1-10000	22.72614852
374|sk1-rmv|chr7:10001-20000	31.58000279
375|sk1-rmv|chr7:20001-30000	36.84710419
376|sk1-rmv|chr7:30001-40000	19.01883251
377|sk1-rmv|chr7:40001-50000	23.35156971
378|sk1-rmv|chr7:50001-60000	19.192142
379|sk1-rmv|chr7:60001-70000	11.05413126
380|sk1-rmv|chr7:70001-80000	7.542730326
381|sk1-rmv|chr7:80001-90000	20.63889946
382|sk1-rmv|chr7:90001-100000	22.02537537
383|sk1-rmv|chr7:100001-110000	21.21157429
384|sk1-rmv|chr7:110001-120000	19.13939563
385|sk1-rmv|chr7:120001-130000	20.67657544
386|sk1-rmv|chr7:130001-140000	25.61212825
387|sk1-rmv|chr7:140001-150000	25.40114279
388|sk1-rmv|chr7:150001-160000	22.56790942
389|sk1-rmv|chr7:160001-170000	22.81657086
390|sk1-rmv|chr7:170001-180000	20.83481454
391|sk1-rmv|chr7:180001-190000	10.48899162
392|sk1-rmv|chr7:190001-200000	27.8576164
393|sk1-rmv|chr7:200001-210000	27.47332145
394|sk1-rmv|chr7:210001-220000	15.79376899
395|sk1-rmv|chr7:220001-230000	22.73368371
396|sk1-rmv|chr7:230001-240000	8.748361547
397|sk1-rmv|chr7:240001-250000	29.65099284
398|sk1-rmv|chr7:250001-260000	30.12571013
399|sk1-rmv|chr7:260001-270000	28.03092589
400|sk1-rmv|chr7:270001-280000	23.60023115
401|sk1-rmv|chr7:280001-290000	31.55739721
402|sk1-rmv|chr7:290001-300000	24.38389144
403|sk1-rmv|chr7:300001-310000	27.55620859
404|sk1-rmv|chr7:310001-320000	38.03012983
405|sk1-rmv|chr7:320001-330000	29.92979506
406|sk1-rmv|chr7:330001-340000	33.09457702
407|sk1-rmv|chr7:340001-350000	50.22961074
408|sk1-rmv|chr7:350001-360000	36.9827377
409|sk1-rmv|chr7:360001-370000	27.61649016
410|sk1-rmv|chr7:370001-380000	53.02516814
411|sk1-rmv|chr7:380001-390000	24.47431379
412|sk1-rmv|chr7:390001-400000	53.83143402
413|sk1-rmv|chr7:400001-410000	46.88398411
414|sk1-rmv|chr7:410001-420000	60.80148951
415|sk1-rmv|chr7:420001-430000	73.06125199
416|sk1-rmv|chr7:430001-440000	61.24606602
417|sk1-rmv|chr7:440001-450000	61.03508056
418|sk1-rmv|chr7:450001-460000	69.28611923
419|sk1-rmv|chr7:460001-470000	63.77035639
420|sk1-rmv|chr7:470001-480000	51.97024082
421|sk1-rmv|chr7:480001-490000	63.48401898
422|sk1-rmv|chr7:490001-500000	33.53915353
423|sk1-rmv|chr7:500001-510000	31.45943967
424|sk1-rmv|chr7:510001-520000	21.663686
425|sk1-rmv|chr7:520001-530000	46.65039306
426|sk1-rmv|chr7:530001-540000	36.23675339
427|sk1-rmv|chr7:540001-550000	43.67399098
428|sk1-rmv|chr7:550001-560000	57.01882156
429|sk1-rmv|chr7:560001-570000	37.53280695
430|sk1-rmv|chr7:570001-580000	51.09615818
431|sk1-rmv|chr7:580001-590000	67.22147576
432|sk1-rmv|chr7:590001-600000	56.77016012
433|sk1-rmv|chr7:600001-610000	48.94862757
434|sk1-rmv|chr7:610001-620000	41.6244179
435|sk1-rmv|chr7:620001-630000	46.51475954
436|sk1-rmv|chr7:630001-640000	40.66744812
437|sk1-rmv|chr7:640001-650000	48.9109516
438|sk1-rmv|chr7:650001-660000	37.11083602
439|sk1-rmv|chr7:660001-670000	54.19312338
440|sk1-rmv|chr7:670001-680000	30.44972352
441|sk1-rmv|chr7:680001-690000	31.51218604
442|sk1-rmv|chr7:690001-700000	24.58734171
443|sk1-rmv|chr7:700001-710000	36.75668185
444|sk1-rmv|chr7:710001-720000	38.71583258
445|sk1-rmv|chr7:720001-730000	14.36961711
446|sk1-rmv|chr7:730001-740000	21.64861561
447|sk1-rmv|chr7:740001-750000	21.1965039
448|sk1-rmv|chr7:750001-760000	35.56612102
449|sk1-rmv|chr7:760001-770000	27.56374379
450|sk1-rmv|chr7:770001-780000	24.96410147
451|sk1-rmv|chr7:780001-790000	22.30417759
452|sk1-rmv|chr7:790001-800000	14.53539141
453|sk1-rmv|chr7:800001-810000	15.91433212
454|sk1-rmv|chr7:810001-820000	32.9589435
455|sk1-rmv|chr7:820001-830000	17.93376441
456|sk1-rmv|chr7:830001-840000	10.6773715
457|sk1-rmv|chr7:840001-850000	9.426529109
458|sk1-rmv|chr7:850001-860000	20.36763244
459|sk1-rmv|chr7:860001-870000	28.9426845
460|sk1-rmv|chr7:870001-880000	12.98314121
461|sk1-rmv|chr7:880001-890000	23.53994959
462|sk1-rmv|chr7:890001-900000	14.69363051
463|sk1-rmv|chr7:900001-910000	5.794565056
464|sk1-rmv|chr7:910001-920000	18.01665156
465|sk1-rmv|chr7:920001-930000	26.24508464
466|sk1-rmv|chr7:930001-940000	14.11342048
467|sk1-rmv|chr7:940001-950000	26.4636053
468|sk1-rmv|chr7:950001-960000	15.20602377
469|sk1-rmv|chr7:960001-970000	20.49573076
470|sk1-rmv|chr7:970001-980000	23.15565464
471|sk1-rmv|chr7:980001-990000	17.92622922
472|sk1-rmv|chr7:990001-1000000	14.61827855
473|sk1-rmv|chr7:1000001-1010000	27.56374379
474|sk1-rmv|chr7:1010001-1020000	13.4578585
475|sk1-rmv|chr7:1020001-1030000	22.18361447
476|sk1-rmv|chr7:1030001-1040000	45.44476184
477|sk1-rmv|chr7:1040001-1050000	32.62739492
478|sk1-rmv|chr7:1050001-1060000	158.9926173
479|sk1-rmv|chr7:1060001-1067526	371.8618797
480|sk1-rmv|chr8:1-10000	61.38923473
481|sk1-rmv|chr8:10001-20000	81.07869961
482|sk1-rmv|chr8:20001-30000	89.21671035
483|sk1-rmv|chr8:30001-40000	67.40232045
484|sk1-rmv|chr8:40001-50000	54.75826302
485|sk1-rmv|chr8:50001-60000	60.98986939
486|sk1-rmv|chr8:60001-70000	61.08782693
487|sk1-rmv|chr8:70001-80000	39.6125208
488|sk1-rmv|chr8:80001-90000	44.98511493
489|sk1-rmv|chr8:90001-100000	14.68609531
490|sk1-rmv|chr8:100001-110000	32.70274687
491|sk1-rmv|chr8:110001-120000	55.12748758
492|sk1-rmv|chr8:120001-130000	46.8915193
493|sk1-rmv|chr8:130001-140000	60.54529288
494|sk1-rmv|chr8:140001-150000	40.42632188
495|sk1-rmv|chr8:150001-160000	67.65098189
496|sk1-rmv|chr8:160001-170000	50.16179399
497|sk1-rmv|chr8:170001-180000	38.18083373
498|sk1-rmv|chr8:180001-190000	48.7451773
499|sk1-rmv|chr8:190001-200000	41.45864361
500|sk1-rmv|chr8:200001-210000	48.37595274
501|sk1-rmv|chr8:210001-220000	49.80763982
502|sk1-rmv|chr8:220001-230000	53.60537816
503|sk1-rmv|chr8:230001-240000	43.91511722
504|sk1-rmv|chr8:240001-250000	34.93316463
505|sk1-rmv|chr8:250001-260000	19.25242356
506|sk1-rmv|chr8:260001-270000	42.49850054
507|sk1-rmv|chr8:270001-280000	72.83519614
508|sk1-rmv|chr8:280001-290000	34.49612331
509|sk1-rmv|chr8:290001-300000	26.96846337
510|sk1-rmv|chr8:300001-310000	22.08565693
511|sk1-rmv|chr8:310001-320000	33.13225299
512|sk1-rmv|chr8:320001-330000	41.98610727
513|sk1-rmv|chr8:330001-340000	27.95557394
514|sk1-rmv|chr8:340001-350000	35.60379699
515|sk1-rmv|chr8:350001-360000	37.11837122
516|sk1-rmv|chr8:360001-370000	29.23655711
517|sk1-rmv|chr8:370001-380000	29.94486545
518|sk1-rmv|chr8:380001-390000	21.69382678
519|sk1-rmv|chr8:390001-400000	19.74974644
520|sk1-rmv|chr8:400001-410000	35.99562714
521|sk1-rmv|chr8:410001-420000	39.74061912
522|sk1-rmv|chr8:420001-430000	34.08922277
523|sk1-rmv|chr8:430001-440000	25.48402993
524|sk1-rmv|chr8:440001-450000	34.69203838
525|sk1-rmv|chr8:450001-460000	34.76739033
526|sk1-rmv|chr8:460001-470000	35.04619255
527|sk1-rmv|chr8:470001-480000	16.78087956
528|sk1-rmv|chr8:480001-490000	29.50782413
529|sk1-rmv|chr8:490001-500000	39.24329624
530|sk1-rmv|chr8:500001-510000	19.77235202
531|sk1-rmv|chr8:510001-520000	38.075341
532|sk1-rmv|chr8:520001-530000	NA
533|sk1-rmv|chr8:530001-540000	NA
534|sk1-rmv|chr8:540001-544538	NA
