ID	121|sk1-rmv|chr3:200001-210000
115|sk1-rmv|chr3:140001-150000	859.7939174
116|sk1-rmv|chr3:150001-160000	1122.613019
117|sk1-rmv|chr3:160001-170000	1459.77238
118|sk1-rmv|chr3:170001-180000	2231.709627
119|sk1-rmv|chr3:180001-190000	3475.970344
120|sk1-rmv|chr3:190001-200000	9191.159432
121|sk1-rmv|chr3:200001-210000	3858.184408
122|sk1-rmv|chr3:210001-220000	8462.775065
123|sk1-rmv|chr3:220001-230000	3141.814629
124|sk1-rmv|chr3:230001-240000	1821.711829
125|sk1-rmv|chr3:240001-250000	1466.530586
126|sk1-rmv|chr3:250001-260000	1226.238836
127|sk1-rmv|chr3:260001-270000	827.5047135
128|sk1-rmv|chr3:270001-280000	709.2361179
129|sk1-rmv|chr3:280001-290000	623.181635
130|sk1-rmv|chr3:290001-300000	260.8667309
131|sk1-rmv|chr3:300001-310000	169.3305925
132|sk1-rmv|chr3:310001-313017	NA
133|sk1-rmv|chr4:1-10000	32.66465974
134|sk1-rmv|chr4:10001-20000	NA
135|sk1-rmv|chr4:20001-30000	NA
136|sk1-rmv|chr4:30001-40000	47.74296705
137|sk1-rmv|chr4:40001-50000	24.72752288
138|sk1-rmv|chr4:50001-60000	46.90945504
139|sk1-rmv|chr4:60001-70000	43.76313494
140|sk1-rmv|chr4:70001-80000	47.51018441
141|sk1-rmv|chr4:80001-90000	34.34670199
142|sk1-rmv|chr4:90001-100000	24.54730407
143|sk1-rmv|chr4:100001-110000	34.62453933
144|sk1-rmv|chr4:110001-120000	34.13644671
145|sk1-rmv|chr4:120001-130000	30.502034
146|sk1-rmv|chr4:130001-140000	19.96674259
147|sk1-rmv|chr4:140001-150000	27.88886122
148|sk1-rmv|chr4:150001-160000	34.96995872
149|sk1-rmv|chr4:160001-170000	36.77965596
150|sk1-rmv|chr4:170001-180000	22.56489713
151|sk1-rmv|chr4:180001-190000	24.34455791
152|sk1-rmv|chr4:190001-200000	13.80175738
153|sk1-rmv|chr4:200001-210000	21.67131219
154|sk1-rmv|chr4:210001-220000	34.29413817
155|sk1-rmv|chr4:220001-230000	28.36944472
156|sk1-rmv|chr4:230001-240000	40.80454277
157|sk1-rmv|chr4:240001-250000	43.16240557
158|sk1-rmv|chr4:250001-260000	19.31344939
159|sk1-rmv|chr4:260001-270000	28.90259204
160|sk1-rmv|chr4:270001-280000	39.88092136
161|sk1-rmv|chr4:280001-290000	33.61831763
162|sk1-rmv|chr4:290001-300000	35.43552398
163|sk1-rmv|chr4:300001-310000	41.64556389
164|sk1-rmv|chr4:310001-320000	39.21260993
165|sk1-rmv|chr4:320001-330000	44.88950252
166|sk1-rmv|chr4:330001-340000	40.01608547
167|sk1-rmv|chr4:340001-350000	49.54515517
168|sk1-rmv|chr4:350001-360000	26.10169133
169|sk1-rmv|chr4:360001-370000	33.40806235
170|sk1-rmv|chr4:370001-380000	58.57111402
171|sk1-rmv|chr4:380001-390000	45.81312393
172|sk1-rmv|chr4:390001-400000	40.83457924
173|sk1-rmv|chr4:400001-410000	37.45547651
174|sk1-rmv|chr4:410001-420000	46.53399918
175|sk1-rmv|chr4:420001-430000	37.38789445
176|sk1-rmv|chr4:430001-440000	67.19908967
177|sk1-rmv|chr4:440001-450000	25.97403633
178|sk1-rmv|chr4:450001-460000	39.76077548
179|sk1-rmv|chr4:460001-470000	22.67002477
180|sk1-rmv|chr4:470001-480000	32.43187711
181|sk1-rmv|chr4:480001-490000	32.82235121
182|sk1-rmv|chr4:490001-500000	49.22977225
183|sk1-rmv|chr4:500001-510000	40.79703365
184|sk1-rmv|chr4:510001-520000	37.90602354
185|sk1-rmv|chr4:520001-530000	53.34476847
186|sk1-rmv|chr4:530001-540000	41.96094682
187|sk1-rmv|chr4:540001-550000	59.84015483
188|sk1-rmv|chr4:550001-560000	49.41750018
189|sk1-rmv|chr4:560001-570000	NA
190|sk1-rmv|chr4:570001-580000	54.86911925
191|sk1-rmv|chr4:580001-590000	48.65907934
192|sk1-rmv|chr4:590001-600000	29.23299319
193|sk1-rmv|chr4:600001-610000	35.60072456
194|sk1-rmv|chr4:610001-620000	40.64685131
195|sk1-rmv|chr4:620001-630000	36.50181862
196|sk1-rmv|chr4:630001-640000	33.08517031
197|sk1-rmv|chr4:640001-650000	26.63483865
198|sk1-rmv|chr4:650001-660000	16.64020368
199|sk1-rmv|chr4:660001-670000	39.37030139
200|sk1-rmv|chr4:670001-680000	24.13430263
201|sk1-rmv|chr4:680001-690000	21.36343838
202|sk1-rmv|chr4:690001-700000	27.41578683
203|sk1-rmv|chr4:700001-710000	26.3945469
204|sk1-rmv|chr4:710001-720000	25.2606702
205|sk1-rmv|chr4:720001-730000	28.20424414
206|sk1-rmv|chr4:730001-740000	34.66959403
207|sk1-rmv|chr4:740001-750000	24.27697585
208|sk1-rmv|chr4:750001-760000	30.93756279
209|sk1-rmv|chr4:760001-770000	21.74640336
210|sk1-rmv|chr4:770001-780000	18.51748297
211|sk1-rmv|chr4:780001-790000	27.21304067
212|sk1-rmv|chr4:790001-800000	30.48701576
213|sk1-rmv|chr4:800001-810000	28.21926237
214|sk1-rmv|chr4:810001-820000	24.62239524
215|sk1-rmv|chr4:820001-830000	25.53099842
216|sk1-rmv|chr4:830001-840000	22.99291681
217|sk1-rmv|chr4:840001-850000	31.9888392
218|sk1-rmv|chr4:850001-860000	18.53250121
219|sk1-rmv|chr4:860001-870000	19.01308471
220|sk1-rmv|chr4:870001-880000	22.67753389
221|sk1-rmv|chr4:880001-890000	19.74146907
222|sk1-rmv|chr4:890001-900000	16.06200165
223|sk1-rmv|chr4:900001-910000	21.76893071
224|sk1-rmv|chr4:910001-920000	13.92941237
225|sk1-rmv|chr4:920001-930000	23.15811739
226|sk1-rmv|chr4:930001-940000	16.33232987
227|sk1-rmv|chr4:940001-950000	24.34455791
228|sk1-rmv|chr4:950001-960000	21.61123925
229|sk1-rmv|chr4:960001-970000	16.59514897
230|sk1-rmv|chr4:970001-980000	10.24994495
231|sk1-rmv|chr4:980001-990000	11.90945985
232|sk1-rmv|chr4:990001-1000000	15.40870846
233|sk1-rmv|chr4:1000001-1010000	17.5262795
234|sk1-rmv|chr4:1010001-1020000	10.81312874
235|sk1-rmv|chr4:1020001-1030000	20.19952522
236|sk1-rmv|chr4:1030001-1040000	18.64513796
237|sk1-rmv|chr4:1040001-1050000	11.69169545
238|sk1-rmv|chr4:1050001-1060000	16.212184
239|sk1-rmv|chr4:1060001-1070000	13.68912062
240|sk1-rmv|chr4:1070001-1080000	12.31495218
241|sk1-rmv|chr4:1080001-1090000	15.81420079
242|sk1-rmv|chr4:1090001-1100000	19.24586734
243|sk1-rmv|chr4:1100001-1110000	18.38982798
244|sk1-rmv|chr4:1110001-1120000	13.10340948
245|sk1-rmv|chr4:1120001-1130000	9.468996767
246|sk1-rmv|chr4:1130001-1140000	13.04333655
247|sk1-rmv|chr4:1140001-1150000	15.24350788
248|sk1-rmv|chr4:1150001-1160000	21.46105691
249|sk1-rmv|chr4:1160001-1170000	11.24114842
250|sk1-rmv|chr4:1170001-1180000	10.2274176
251|sk1-rmv|chr4:1180001-1190000	9.664233814
252|sk1-rmv|chr4:1190001-1200000	9.288777955
253|sk1-rmv|chr4:1200001-1210000	9.897016447
254|sk1-rmv|chr4:1210001-1220000	4.984551986
255|sk1-rmv|chr4:1220001-1230000	11.46642194
256|sk1-rmv|chr4:1230001-1240000	9.2211959
257|sk1-rmv|chr4:1240001-1250000	15.0783073
258|sk1-rmv|chr4:1250001-1260000	14.1171403
259|sk1-rmv|chr4:1260001-1270000	22.91782564
260|sk1-rmv|chr4:1270001-1280000	15.20596229
261|sk1-rmv|chr4:1280001-1290000	11.87942338
262|sk1-rmv|chr4:1290001-1300000	10.1373082
263|sk1-rmv|chr4:1300001-1310000	16.72280397
264|sk1-rmv|chr4:1310001-1320000	25.25316109
265|sk1-rmv|chr4:1320001-1330000	7.944645979
266|sk1-rmv|chr4:1330001-1340000	16.60265809
267|sk1-rmv|chr4:1340001-1350000	20.8453093
268|sk1-rmv|chr4:1350001-1360000	16.99313218
269|sk1-rmv|chr4:1360001-1370000	17.72151655
270|sk1-rmv|chr4:1370001-1380000	19.90666965
271|sk1-rmv|chr4:1380001-1390000	28.58720911
272|sk1-rmv|chr4:1390001-1400000	26.77000276
273|sk1-rmv|chr4:1400001-1410000	27.46835065
274|sk1-rmv|chr4:1410001-1420000	22.84273447
275|sk1-rmv|chr4:1420001-1430000	12.72044451
276|sk1-rmv|chr4:1430001-1440000	26.28191014
277|sk1-rmv|chr4:1440001-1450000	27.81377004
278|sk1-rmv|chr4:1450001-1460000	24.74254112
279|sk1-rmv|chr4:1460001-1470000	32.28169477
280|sk1-rmv|chr4:1470001-1480000	20.17699787
281|sk1-rmv|chr4:1480001-1490000	31.65092892
282|sk1-rmv|chr4:1490001-1490682	NA
283|sk1-rmv|chr5:1-10000	NA
284|sk1-rmv|chr5:10001-20000	NA
285|sk1-rmv|chr5:20001-30000	64.10533339
286|sk1-rmv|chr5:30001-40000	68.79102251
287|sk1-rmv|chr5:40001-50000	62.94142022
288|sk1-rmv|chr5:50001-60000	59.24693457
289|sk1-rmv|chr5:60001-70000	66.45568707
290|sk1-rmv|chr5:70001-80000	67.71721875
291|sk1-rmv|chr5:80001-90000	72.68074521
292|sk1-rmv|chr5:90001-100000	82.97574487
293|sk1-rmv|chr5:100001-110000	72.69576345
294|sk1-rmv|chr5:110001-120000	57.05427235
295|sk1-rmv|chr5:120001-130000	64.14287897
296|sk1-rmv|chr5:130001-140000	47.32245649
297|sk1-rmv|chr5:140001-150000	32.55202299
298|sk1-rmv|chr5:150001-160000	28.09160738
299|sk1-rmv|chr5:160001-170000	26.73245717
300|sk1-rmv|chr5:170001-180000	36.8397289
301|sk1-rmv|chr5:180001-190000	21.8064763
302|sk1-rmv|chr5:190001-200000	41.96094682
303|sk1-rmv|chr5:200001-210000	43.89829905
304|sk1-rmv|chr5:210001-220000	57.91782083
305|sk1-rmv|chr5:220001-230000	58.68375078
306|sk1-rmv|chr5:230001-240000	54.46362693
307|sk1-rmv|chr5:240001-250000	50.83672333
308|sk1-rmv|chr5:250001-260000	58.63118696
309|sk1-rmv|chr5:260001-270000	39.84337577
310|sk1-rmv|chr5:270001-280000	38.53678938
311|sk1-rmv|chr5:280001-290000	48.10340467
312|sk1-rmv|chr5:290001-300000	24.84766876
313|sk1-rmv|chr5:300001-310000	33.62582674
314|sk1-rmv|chr5:310001-320000	35.20274135
315|sk1-rmv|chr5:320001-330000	39.80583019
316|sk1-rmv|chr5:330001-340000	28.85002822
317|sk1-rmv|chr5:340001-350000	37.1476027
318|sk1-rmv|chr5:350001-360000	29.5859217
319|sk1-rmv|chr5:360001-370000	37.06500241
320|sk1-rmv|chr5:370001-380000	31.09525425
321|sk1-rmv|chr5:380001-390000	34.51941169
322|sk1-rmv|chr5:390001-400000	29.95386844
323|sk1-rmv|chr5:400001-410000	29.92383197
324|sk1-rmv|chr5:410001-420000	43.47778849
325|sk1-rmv|chr5:420001-430000	30.20166931
326|sk1-rmv|chr5:430001-440000	26.1317278
327|sk1-rmv|chr5:440001-450000	29.1503929
328|sk1-rmv|chr5:450001-460000	40.16626781
329|sk1-rmv|chr5:460001-470000	32.85238767
330|sk1-rmv|chr5:470001-480000	29.94635932
331|sk1-rmv|chr5:480001-490000	23.96159293
332|sk1-rmv|chr5:490001-500000	46.36128949
333|sk1-rmv|chr5:500001-510000	35.63827015
334|sk1-rmv|chr5:510001-520000	41.04483452
335|sk1-rmv|chr5:520001-530000	29.00771968
336|sk1-rmv|chr5:530001-540000	39.42286521
337|sk1-rmv|chr5:540001-550000	32.52198652
338|sk1-rmv|chr5:550001-560000	27.57347829
339|sk1-rmv|chr5:560001-570000	NA
340|sk1-rmv|chr5:570001-580000	NA
341|sk1-rmv|chr5:580001-590000	NA
342|sk1-rmv|chr5:590001-600000	NA
343|sk1-rmv|chr5:600001-602514	NA
344|sk1-rmv|chr6:1-10000	179.618083
345|sk1-rmv|chr6:10001-20000	70.24028213
346|sk1-rmv|chr6:20001-30000	64.23298838
347|sk1-rmv|chr6:30001-40000	63.38445814
348|sk1-rmv|chr6:40001-50000	65.13408244
349|sk1-rmv|chr6:50001-60000	75.31644534
350|sk1-rmv|chr6:60001-70000	90.93540908
351|sk1-rmv|chr6:70001-80000	65.69726623
352|sk1-rmv|chr6:80001-90000	61.73245236
353|sk1-rmv|chr6:90001-100000	60.18557422
354|sk1-rmv|chr6:100001-110000	41.02981629
355|sk1-rmv|chr6:110001-120000	33.55073557
356|sk1-rmv|chr6:120001-130000	43.00471411
357|sk1-rmv|chr6:130001-140000	45.46019542
358|sk1-rmv|chr6:140001-150000	56.70885296
359|sk1-rmv|chr6:150001-160000	27.72366064
360|sk1-rmv|chr6:160001-170000	29.92383197
361|sk1-rmv|chr6:170001-180000	40.01608547
362|sk1-rmv|chr6:180001-190000	65.19415538
363|sk1-rmv|chr6:190001-200000	47.00707356
364|sk1-rmv|chr6:200001-210000	67.99505609
365|sk1-rmv|chr6:210001-220000	64.97639098
366|sk1-rmv|chr6:220001-230000	86.20466526
367|sk1-rmv|chr6:230001-240000	51.15961537
368|sk1-rmv|chr6:240001-250000	70.81097503
369|sk1-rmv|chr6:250001-260000	80.04718917
370|sk1-rmv|chr6:260001-270000	91.08559143
371|sk1-rmv|chr6:270001-280000	53.72773344
372|sk1-rmv|chr6:280001-284456	90.33467971
373|sk1-rmv|chr7:1-10000	46.45890801
374|sk1-rmv|chr7:10001-20000	21.19823781
375|sk1-rmv|chr7:20001-30000	28.15168032
376|sk1-rmv|chr7:30001-40000	23.3383362
377|sk1-rmv|chr7:40001-50000	34.15146495
378|sk1-rmv|chr7:50001-60000	15.04827083
379|sk1-rmv|chr7:60001-70000	45.27246749
380|sk1-rmv|chr7:70001-80000	19.45612262
381|sk1-rmv|chr7:80001-90000	29.13537467
382|sk1-rmv|chr7:90001-100000	35.57819721
383|sk1-rmv|chr7:100001-110000	25.66616253
384|sk1-rmv|chr7:110001-120000	26.4396016
385|sk1-rmv|chr7:120001-130000	25.80883576
386|sk1-rmv|chr7:130001-140000	18.54001032
387|sk1-rmv|chr7:140001-150000	19.47864997
388|sk1-rmv|chr7:150001-160000	25.86890869
389|sk1-rmv|chr7:160001-170000	20.99549164
390|sk1-rmv|chr7:170001-180000	25.67367165
391|sk1-rmv|chr7:180001-190000	21.65629395
392|sk1-rmv|chr7:190001-200000	25.35077961
393|sk1-rmv|chr7:200001-210000	26.42458337
394|sk1-rmv|chr7:210001-220000	28.00149797
395|sk1-rmv|chr7:220001-230000	24.21690291
396|sk1-rmv|chr7:230001-240000	24.48723113
397|sk1-rmv|chr7:240001-250000	38.28898851
398|sk1-rmv|chr7:250001-260000	28.42200854
399|sk1-rmv|chr7:260001-270000	31.60587422
400|sk1-rmv|chr7:270001-280000	24.14181174
401|sk1-rmv|chr7:280001-290000	23.67624648
402|sk1-rmv|chr7:290001-300000	28.92511939
403|sk1-rmv|chr7:300001-310000	27.01780362
404|sk1-rmv|chr7:310001-320000	25.29821579
405|sk1-rmv|chr7:320001-330000	25.05792404
406|sk1-rmv|chr7:330001-340000	54.23084429
407|sk1-rmv|chr7:340001-350000	35.89358013
408|sk1-rmv|chr7:350001-360000	47.78802175
409|sk1-rmv|chr7:360001-370000	30.44947018
410|sk1-rmv|chr7:370001-380000	42.2613115
411|sk1-rmv|chr7:380001-390000	30.17163284
412|sk1-rmv|chr7:390001-400000	41.87083741
413|sk1-rmv|chr7:400001-410000	44.12357257
414|sk1-rmv|chr7:410001-420000	44.91202987
415|sk1-rmv|chr7:420001-430000	57.66251085
416|sk1-rmv|chr7:430001-440000	70.51061035
417|sk1-rmv|chr7:440001-450000	56.92661736
418|sk1-rmv|chr7:450001-460000	62.52090966
419|sk1-rmv|chr7:460001-470000	45.91825157
420|sk1-rmv|chr7:470001-480000	54.54622721
421|sk1-rmv|chr7:480001-490000	56.47607033
422|sk1-rmv|chr7:490001-500000	23.48851855
423|sk1-rmv|chr7:500001-510000	25.17806991
424|sk1-rmv|chr7:510001-520000	24.23192115
425|sk1-rmv|chr7:520001-530000	41.27010804
426|sk1-rmv|chr7:530001-540000	25.38081608
427|sk1-rmv|chr7:540001-550000	39.44539256
428|sk1-rmv|chr7:550001-560000	43.36515173
429|sk1-rmv|chr7:560001-570000	52.84165761
430|sk1-rmv|chr7:570001-580000	55.43230304
431|sk1-rmv|chr7:580001-590000	53.03689466
432|sk1-rmv|chr7:590001-600000	42.92211382
433|sk1-rmv|chr7:600001-610000	33.9562279
434|sk1-rmv|chr7:610001-620000	49.7779378
435|sk1-rmv|chr7:620001-630000	51.80539944
436|sk1-rmv|chr7:630001-640000	54.11069842
437|sk1-rmv|chr7:640001-650000	50.79917774
438|sk1-rmv|chr7:650001-660000	35.6157428
439|sk1-rmv|chr7:660001-670000	35.57819721
440|sk1-rmv|chr7:670001-680000	24.45719466
441|sk1-rmv|chr7:680001-690000	29.51833964
442|sk1-rmv|chr7:690001-700000	27.81377004
443|sk1-rmv|chr7:700001-710000	27.41578683
444|sk1-rmv|chr7:710001-720000	39.03990023
445|sk1-rmv|chr7:720001-730000	32.40184064
446|sk1-rmv|chr7:730001-740000	31.335546
447|sk1-rmv|chr7:740001-750000	27.78373358
448|sk1-rmv|chr7:750001-760000	30.9826175
449|sk1-rmv|chr7:760001-770000	23.33082709
450|sk1-rmv|chr7:770001-780000	26.91267598
451|sk1-rmv|chr7:780001-790000	21.05556458
452|sk1-rmv|chr7:790001-800000	19.6663779
453|sk1-rmv|chr7:800001-810000	26.95022157
454|sk1-rmv|chr7:810001-820000	31.00514485
455|sk1-rmv|chr7:820001-830000	15.61896374
456|sk1-rmv|chr7:830001-840000	31.28298218
457|sk1-rmv|chr7:840001-850000	22.27955068
458|sk1-rmv|chr7:850001-860000	23.85646529
459|sk1-rmv|chr7:860001-870000	14.59021469
460|sk1-rmv|chr7:870001-880000	8.808194455
461|sk1-rmv|chr7:880001-890000	20.23707081
462|sk1-rmv|chr7:890001-900000	22.45976949
463|sk1-rmv|chr7:900001-910000	26.02660016
464|sk1-rmv|chr7:910001-920000	18.08195418
465|sk1-rmv|chr7:920001-930000	18.28470034
466|sk1-rmv|chr7:930001-940000	24.6899773
467|sk1-rmv|chr7:940001-950000	15.40119934
468|sk1-rmv|chr7:950001-960000	15.87427372
469|sk1-rmv|chr7:960001-970000	23.9465747
470|sk1-rmv|chr7:970001-980000	13.89937591
471|sk1-rmv|chr7:980001-990000	29.20295672
472|sk1-rmv|chr7:990001-1000000	18.83286589
473|sk1-rmv|chr7:1000001-1010000	27.28813184
474|sk1-rmv|chr7:1010001-1020000	23.30829973
475|sk1-rmv|chr7:1020001-1030000	30.53957958
476|sk1-rmv|chr7:1030001-1040000	21.26581986
477|sk1-rmv|chr7:1040001-1050000	27.77622446
478|sk1-rmv|chr7:1050001-1060000	153.9369022
479|sk1-rmv|chr7:1060001-1067526	369.9742036
480|sk1-rmv|chr8:1-10000	55.15446571
481|sk1-rmv|chr8:10001-20000	56.78394414
482|sk1-rmv|chr8:20001-30000	62.60350995
483|sk1-rmv|chr8:30001-40000	91.1606826
484|sk1-rmv|chr8:40001-50000	65.93004886
485|sk1-rmv|chr8:50001-60000	69.8347898
486|sk1-rmv|chr8:60001-70000	49.78544692
487|sk1-rmv|chr8:70001-80000	39.46791991
488|sk1-rmv|chr8:80001-90000	27.23556802
489|sk1-rmv|chr8:90001-100000	58.29327669
490|sk1-rmv|chr8:100001-110000	23.66873736
491|sk1-rmv|chr8:110001-120000	53.93047961
492|sk1-rmv|chr8:120001-130000	51.71529004
493|sk1-rmv|chr8:130001-140000	47.99076791
494|sk1-rmv|chr8:140001-150000	31.59085599
495|sk1-rmv|chr8:150001-160000	54.28340811
496|sk1-rmv|chr8:160001-170000	66.74854264
497|sk1-rmv|chr8:170001-180000	76.89335995
498|sk1-rmv|chr8:180001-190000	55.65006744
499|sk1-rmv|chr8:190001-200000	53.00685819
500|sk1-rmv|chr8:200001-210000	51.4825074
501|sk1-rmv|chr8:210001-220000	62.26559968
502|sk1-rmv|chr8:220001-230000	32.31924035
503|sk1-rmv|chr8:230001-240000	40.82707012
504|sk1-rmv|chr8:240001-250000	34.56446639
505|sk1-rmv|chr8:250001-260000	46.03839745
506|sk1-rmv|chr8:260001-270000	35.21775959
507|sk1-rmv|chr8:270001-280000	41.26259892
508|sk1-rmv|chr8:280001-290000	42.36643914
509|sk1-rmv|chr8:290001-300000	40.9922707
510|sk1-rmv|chr8:300001-310000	40.24135898
511|sk1-rmv|chr8:310001-320000	33.55073557
512|sk1-rmv|chr8:320001-330000	39.5955749
513|sk1-rmv|chr8:330001-340000	27.05534921
514|sk1-rmv|chr8:340001-350000	33.68589968
515|sk1-rmv|chr8:350001-360000	29.67603111
516|sk1-rmv|chr8:360001-370000	30.68225281
517|sk1-rmv|chr8:370001-380000	23.78888323
518|sk1-rmv|chr8:380001-390000	28.30937178
519|sk1-rmv|chr8:390001-400000	26.42458337
520|sk1-rmv|chr8:400001-410000	29.6309764
521|sk1-rmv|chr8:410001-420000	39.17506434
522|sk1-rmv|chr8:420001-430000	28.39197207
523|sk1-rmv|chr8:430001-440000	35.45805134
524|sk1-rmv|chr8:440001-450000	29.73610404
525|sk1-rmv|chr8:450001-460000	31.53078305
526|sk1-rmv|chr8:460001-470000	26.51469277
527|sk1-rmv|chr8:470001-480000	34.93241313
528|sk1-rmv|chr8:480001-490000	31.73352921
529|sk1-rmv|chr8:490001-500000	48.82427992
530|sk1-rmv|chr8:500001-510000	30.72730751
531|sk1-rmv|chr8:510001-520000	18.2246274
532|sk1-rmv|chr8:520001-530000	NA
533|sk1-rmv|chr8:530001-540000	55.109411
534|sk1-rmv|chr8:540001-544538	NA
